wav_filename,transcription_riva,transcription_deepspeech,transcription_aws,transcription_human1,annotator_1,gender_1,audio_language_1,audio_quality_1,additional_notes_1,annotation_id_1,transcription_human2,annotator_2,gender_2,audio_language_2,audio_quality_2,additional_notes_2,annotation_id_2,country,city,station,datetime
nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_7.wav,graduate an undergraduate even as parents you can partner with us for your children so every six weeks you're building a great financial future for them i.e. how ,Another graduate given as terence you can partly with those for your tired so every six weeks you being great and misrule for them that is ,"Graduate and undergraduate, even as parents, you can partner with us for your Children, so every six weeks you'll build a great financial future for them, that is how.
","And do it. Another graduate. Even as parents, you can partner with us for your children. So every 6 weeks, you're building great financial freedom for that. That is how",2,Male,English,Okay,,514,"a graduate, an under graduate, even as parents, you can partner with us for your children. So every six weeks you're building great financial future for them. That is how",11,Male,English,Good,,159,Nigeria,Lagos,NigeriaInfoLagos,2021-02-01T11.55.01
south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_14.wav,counting government says it will launch the rollout of south africa's vaccination program at the steve beco and charlotte mcleay academic hospitals the province has 224 public vaccination sites ,Government has it all done the root of so africa's vaccination program at this these be and charlemagne academic hospitals the province has two ended in twenty four public vaccination sites,"Party and government says it will launch the rollout of South Africa's vaccination program at the Steve Biko and Charlotte Michalek academic hospitals. The province has 220 for public vaccination sites.
",<TRUNC> government says it will launch the roll-out South Africa's vaccination program at the Steve Biko and Charlotte Maxeke Academic hospitals. The province has 224 public vaccination sites. ,12,Male,English,Good,,205,<TRUNC> government says it will launch the roll out of South Africa's vaccination programme at the Steve Biko and Charlotte Maxeke Academic Hospitals. The province has 224 public vaccination sites.,15,,,,,462,South Africa,Cape Town,CapeTalk,2021-02-12T14.00.01
south_africa_durban_VumaFM_2021-02-03T04.00.01_3.wav,a guk seung hoa kit in a mankini sug,I was for all to see a anaemia as colleagues for which is the ,"Abu shouk ot second row knowing Goku sitting a man as Coburg.
",,1,,,,,17,,4,"{""choices"": [""Male"", ""Female""]}",Non-English,Okay,,365,South Africa,Durban,VumaFM,2021-02-03T04.00.01
kenya_nairobi_HBRRadio_2021-09-10T04.00.02_6.wav,all right today i wanna invite you to exhale man it's been a really stressful week for many of us,I do i want to invite you to exhale manipiare stressful week for many of us,"All right today, I want to invite you to exhale man, It's been a really stressful week for many of us.
",Alright today I want to invite you to exhale man..... . It has been a really stressful week for many of us.,20,Male,English,Good,,625,"Alright today I want to invite you to exhale, man it's been a really stressful week for many of us",2,Male,English,Good,,585,Kenya,Nairobi,HBRRadio,2021-09-10T04.00.02
nigeria_lagos_LagosTalks_2021-10-12T10.35.01_5.wav,and flour as well isn't a 100 percentage healthy for you hence the reason why you need to consume these in moderation yes it might ,And flowers while isn't a present healthy free hence the musical you need to continue these in moderation yes in my,"Um and flour as well isn't 100% healthy for you, hence the reason why you need to consume these in moderation. Yes, it might.
","Hmm..and flours well is not 100% healthy for you, hence the reason why you need to consume this in moderation. Yes, it might",10,Female,English,Good,,111,"Ah as long as it is 100% healthy for you, hence the reason why you need to consume this in moderations, yes in my",19,Female,English,Good,,484,Nigeria,Lagos,LagosTalks,2021-10-12T10.35.01
rwanda_kigali_KTRadio_2021-04-16T09.50.01_7.wav,it is apic sabz victoria madon haf kuran was,So seasonable and have you counted on her,"It is a pretty hope that uh.
",,8,,Non-English,,"Not English, not transcribed",74,<UNKNOWN> ,18,Male,Non-English,Good,,459,Rwanda,Kigali,KTRadio,2021-04-16T09.50.01
south_africa_cape_town_HeartFM_2021-09-20T15.00.01_13.wav,straight away as he walked to the grease russell picking up that wicket as i say 50 excuse me 60 for four they are currently also of course there's an update in terms of the rugby rankings and south africa now slipped out of the top spot there are now number two that following the weekend's action,Straight away as he would to the cries a rustle picking up that wicked or as i say fifty asininity for four they are currently as of course there is an updating terms of the red braking antonelli the weekends action,"Uh, straight away as he walked to the grease, Russell picking up that wicket, as I say, 50 excuse me, 64 4. They are currently also, of course, there's an update in terms of the the Rugby rankings and South Africa now slip out of the top spot there now number two, that following the weekend's action.
","Straight away, as he walked to the crease, Russel picking up that cricket as they say 50, scuse me, 60 for 4. They are currently, also of course there is updating terms of the rugby rankings. And South Africans are slipped out of the top spot, they are now number 2. That following the weekend's actions",2,Male,English,Okay,,54,"Uh... straight away as the <UNKNOWN> the Greece, Russel picking up that cricket as a safe 50... e.. excuse me 60-4. They are currently, also of the course of updating terms of the rugby ranking and South African ousted the host of the top sport <UNKNOWN> number two falling the weekend action. ",16,Male,English,Bad,,494,South Africa,Cape Town,HeartFM,2021-09-20T15.00.01
south_africa_cape_town_HeartFM_2021-09-20T15.00.01_4.wav,side effects it's widely accepted that minor reactions like headaches and general body pains quite common especially in the arm that you get the job but here in the province,Side effects its widely accepted the minor actions like headaches and general body pains quite common especially in the arm that you get the job but here in the proven,"Side effects It's widely accepted that minor reactions like headaches and general body pains are quite common, especially in the arm that you get the jab, but here in the province.
","Side effects, it's widely accepted that minor reactions like headaches and general body pains are quite common, especially in the arm that you get the jab, but here in the province",2,Female,English,Good,,146,"<TRUNC> side effects. It's widely accepted that minor reactions like headaches and general body pains quite common, especially in the arm that you get the jab, but here in the province...",16,Female,English,Okay,,491,South Africa,Cape Town,HeartFM,2021-09-20T15.00.01
south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_11.wav,saying something that isn't so and therefore and wanting somebody to behave in a way that isn't authentic and therefore,Something that isn't so and there and wanting somebody to behave in a way that isn't authentic and therefore ,"Saying something that isn't so and they're wanting somebody to behave in a way that isn't authentic and therefore um.
",saying something that isn't so and <UNKNOWN> wanting somebody to behave in a way that isn't authentic and therefore um,15,Female,English,Good,,315,"Saying something that isn't so and unwanting somebody to behave in a way that isn't authentic, and therefore um",2,Female,English,Good,,170,South Africa,Cape Town,CapeTalk,2021-09-11T05.50.01
kenya_kitale_RadioSafariFM_2021-08-04T03.45.01_11.wav,while people were to have aa gu baka had to tell you what we develop one toga to kilo aki to t be to given a bicycle added,We now i command here one by any had to take you at what every one oneadatote that to you and a baccarat no,"Well, if you want to have a human here going by, kenya had to talk what were developed to kill our cart to timber to cuba on a bicycle, really added no.
",,14,,Non-English,,Not transcribed.,89,<UNKNOWN> Kenya <UNKNOWN>,1,Male,Non-English,Good,,346,Kenya,Kitale,RadioSafariFM,2021-08-04T03.45.01
rwanda_kigali_RadioRwanda_2021-01-09T04.25.01_14.wav,moya shing kam y hajj i'm afraid kd is ais achchrist,The longer she look alone we yet had it on some dear i'm a frontless a certain dinomache wonder of what she shattered,"
",<UNKNOWN> ,18,Male,Non-English,Good,,439,,12,Male,Non-English,Okay,,242,Rwanda,Kigali,RadioRwanda,2021-01-09T04.25.01
namibia_windhoek_EagleFM_2021-09-25T02.30.02_3.wav,is that you knowfor things to happen there must be a vision and a mission,And to me you know for things to happen they must be be ambition and mission,"Uh is that, you know, you know, for things to happen, there must be a vision and a mission.
","he eh, you know, for things to happen they must be efficient and <UNKNOWN>",11,Male,English,Okay,,191,"Haha uh you know uh, you know, for things to have the <UNKNOWN> be ambition and admission. ",16,Male,English,Okay,,606,Namibia,Windhoek,EagleFM,2021-09-25T02.30.02
kenya_kitale_RadioSafariFM_2021-08-04T03.45.01_2.wav,neo will abandon delhi uh sant' joma thank you so so much uh sant sana thank you so so much chon chang kook pama hanger,And you do well had been in the i a son tim demoting you so so much antisana then gives it to my chaumonot upon a hand,"santa thank you so so much santa susanna thank you so so much uh hunger.
",,14,,Non-English,,Not transcribed.,66,<UNKNOWN> Thank you so so much. Asante sana. Thank you so so much. <UNKNOWN>,4,Male,"{""choices"": [""English"", ""Non-English""]}",Good,,351,Kenya,Kitale,RadioSafariFM,2021-08-04T03.45.01
south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_2.wav,ohand one of the favorite quotes i she i speak about is that toxic positivity is like a painkiller,And what of the favorite clothe an speak about his foxing positive it is lack of painkiller,"Are and one of the favorite quotes I I share I speak about is that toxic positivity is like a painkiller.
","are, and one of the favorite quotes I I I share you, I speak about is that toxic positivity is like a pain killer",15,,,,,357,"And one of my favorite quotes I shield, I speak about is that toxic positivity is like a painkiller",1,,,,,19,South Africa,Cape Town,CapeTalk,2021-09-11T05.50.01
kenya_nairobi_MeruFM_2021-09-05T15.40.01_4.wav,a k at aun kok water k mancha okay sitting game one andsitting in my tama mo to my,To know becoming sitting game in anger sitting in my time on a mother to mombasa okay oroomiah,"Campania to, to, to to know because okay, watching a command to okay, a shooting game on and uh, she didn't give my mom a grandmother to Mandy's idea. Okay, there are automated.
",,2,,Non-English,,,577,,20,Male,Non-English,Okay,,632,Kenya,Nairobi,MeruFM,2021-09-05T15.40.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_7.wav,789 ethiopian illegal immigrants their release was prompted following an official diplomatic meeting on monday between mag foy and the ethiopian president sally work as well as w ,Seven hundred and eight and i nepean illegal immigrants they have released was prompted following an official diplomatic meeting on mine with an monopoly and ethiopian president sawhorse as old,"789 Ethiopian illegal immigrants, they're released was prompted following an official diplomatic meeting on Monday between Margo fully and the Ethiopian President Sally work as well.
","789 Ethiopian illegal immigrants, their release was prompted following an official diplomatic meeting on Monday between <UNKNOWN> and Ethiopian president Sahle-Work Zewde",2,Male,English,Good,,519,"789 Ethiopian illegal immigrants, their release was prompted following an official diplomatic meeting on Monday between Magufuli and Ethiopian president Sahle-Work Zewde",2,Male,English,Good,,648,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_7.wav,um why do you have so many empty no packs in the kitchen take the po you want and leave my no pack so unless you don't want mommy to win some good,Why do you have so many empty malpas and the kittens to want and my not alone do not money to in some good,"Mom, Why do you have so many empty now packs in the kitchen? This who you want and leave my no pack? So unless you don't want money to bring some goodies?
","oh, why do you have so many <UNKNOWN> packs in the kitchen? Take the spoon you want and leave my <UNKNOWN> packs unless you don't want mommy to win some goodies.",6,Female,English,Good,,404,"Mom, why do you have so many <UNKNOWN> packs in the kitchen? <UNKNOWN> who you want, and leave my <UNKNOWN> packs o unless you don't want mommy to make some goodies.",4,Female,English,Good,,133,Nigeria,Abuja,WazobiaFM,2021-08-10T17.55.01
rwanda_kigali_RadioRwanda_2021-01-29T03.05.01_6.wav,i my friend i got my gagin meon yana kro and janz kani kay kuta suzuka,I am a fat man going to be midgetina cameronian that may be not men i give caricatures,"My Father.
",,3,Male,Non-English,Good,,47,<UNKNOWN> ,18,Male,Non-English,Good,,427,Rwanda,Kigali,RadioRwanda,2021-01-29T03.05.01
rwanda_kigali_RadioRwanda_2021-08-08T20.20.01_6.wav,a k over w agenda agendayou gawhat me agenda crew,At the horizon of boiled bread and isaacs no woman gratian the ,"Yeah, well I got my agenda.
",<UNKNOWN>,16,Male,Non-English,Good,,534,,12,Male,Non-English,Good,,222,Rwanda,Kigali,RadioRwanda,2021-08-08T20.20.01
rwanda_kigali_RadioRwanda_2021-01-09T04.25.01_5.wav,umu mama hatta mafa dazai kuk who sk,He motioned astonished but we are,"Okay.
",<UNKNOWN> ,18,Male,Non-English,Good,,448,,12,Male,Non-English,Good,,251,Rwanda,Kigali,RadioRwanda,2021-01-09T04.25.01
namibia_windhoek_EagleFM_2021-06-07T03.45.01_0.wav,official said that men were deployed to secure populated areas in order to remove and bury bodies the authorities have declared three days of national morning ending monday night at 11:59 p.m. ,Official say to that men were deployed to secure a populated areas in order to remove and bury bodies the other rites of declared three days of missioning and in london it at eleven fifty nine p m,"Officials said that men were deployed to secure populated areas in order to remove and bury bodies. The authorities have declared three days of national mourning, ending Monday night at 11:59 PM.
",OSSA officials said that men were deployed it is secure populated areas in order to remove buried bodies. The authorities have declared three days of national mourning ending the Monday night at 11.59 PM,10,Male,English,Good,,274,The officials said that men were deployed to secure populated areas in order to remove and bury bodies. The authorities have declared 3 days of national mourning. And on Monday night at 11:59 PM,2,Male,English,Good,,667,Namibia,Windhoek,EagleFM,2021-06-07T03.45.01
rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_13.wav,the sovereignty vigan bish kk,So sang a bishop who maneuvering the,"Uh Sovereignity Ramana your sovereign is uh.
",em sovereignty <UNKNOWN>,6,Male,Non-English,Good,,373,,12,Male,Non-English,Good,,230,Rwanda,Kigali,RadioRwanda,2021-06-06T12.25.01
rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_4.wav,a rom was sugu kuman navi navias african union,A man was sitting on a white now in the vedas africa near,"Uh come along with the African Union.
",<UNKNOWN> African Union,6,Male,Non-English,Good,,382,,3,Male,Non-English,Good,,34,Rwanda,Kigali,RadioRwanda,2021-06-06T12.25.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_16.wav,elijah said she received a request to pay 10 million naa which is $26000 ,A large say as she waived a request to pay ten million are with us in six thousand years does,"Elijah said she received a request to pay 10 million Naira, which is $26,000.
","<UNKNOWN> said she received the request to pay 10 million naira, which is 26,000 US dollars",10,Male,English,Okay,,286,"A <UNKNOWN> said she received a request to pay 10 million naira, which is 26 thousand US dollars",2,Male,English,Good,,657,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
south_africa_cape_town_HeartFM_2021-09-20T15.00.01_0.wav,are our friends at sipp an amazing product that they have in case you haven't heard of it yet it's called bron boosters,Friends and simple and the amazing product that they have in case you haven't heard of it yet it can broncoes,"Our friends at simpler, an amazing product that they have in case you haven't heard of it yet, it's called bronchi boosters.
","<TRUNC> a friends at sublet and the amazing product that they have. In case you haven't heard of it yet, it's called Broncy Boosters.",15,"{""choices"": [""Male"", ""Other""]}",English,Bad,,308,"<TRUNC> our friends in <UNKNOWN> an amazing product that they have in case you haven't heard of it yet, it's called Broncy Boosters",2,Male,English,Okay,,166,South Africa,Cape Town,HeartFM,2021-09-20T15.00.01
rwanda_kigali_RadioRwanda_2021-01-09T04.25.01_10.wav,babek karo mukawa masur with kano navi ti the requa bagga kangyo mujahid rahashya akua kaaba haga bahasa bazan they can well do co,But be it a quarrel put a shawl which he shuddered with when you niver the equal malmaison in your ear to any american he in general you know there have acolhuacanese and cool your committee as a cherubim to tease the kind well to collegiate,"With Terry, the required a camera recording options here as well.
",,12,Male,Non-English,Good,,246,<UNKNOWN> ,18,Male,Non-English,Good,,443,Rwanda,Kigali,RadioRwanda,2021-01-09T04.25.01
namibia_windhoek_EagleFM_2021-02-18T00.15.01_4.wav,um can you take us through justum you know the connection with the utah and a kidney because i want i want us to lead into talking about what what are kidney function tests that's also something that i've read,Can you take us to do just you know the connection with the u and e kidney because i want to lead into talking about what are kidney function tis that's also something that i read,"Um, can you take us through just, um, you know, the connection with the Utah and a kidney? Because I want I want us to lead into talking about what what are kidney function tests? That's also something that I've read.
","Umm, can you take us to do just umm you know the connection with the <UNKNOWN> kidney because I want us you led to talking about why, what are kidney function test that also something there are bred",10,Female,English,Good,,277,"Um can you take us through just um you know the connections with the UTI and the kidney because I want us to lead into talking  about what are kidney function tips, that is also something that I read ",2,Female,English,Okay,,666,Namibia,Windhoek,EagleFM,2021-02-18T00.15.01
nigeria_abeokuta_OgunRadioFM_2021-09-03T11.05.01_7.wav,soul sahan hasan has confronted a member of parliament from her own ruling party who is known for his opposition to covid vaccines,Some has as far fronted a member element from her old ling party was now for his opposition to covet faces,"Sami Rasouli Sirhan's Hassan has confronted a member of parliament from our own ruling party, who is known for his opposition to Covid vaccines.
",Samia Suluhu Hasan has confronted a member of parliament from her own ruling party who is known for his opposition to COVID vaccines.,16,Female,English,Okay,,568,<UNKNOWN> has confronted <UNKNOWN> party with non-<UNKNOWN> opposition to covid vaccine,1,Female,English,Bad,,115,Nigeria,Abeokuta,OgunRadioFM,2021-09-03T11.05.01
nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_3.wav,my people our people they to say soup is sweet nam killam now are we people from nur and be investment managers don't carry this better investment,My people are bodily to poise no one killaloe now are we people from morambala monitors betimes,"My people, Our people the Toxie super sweet nominee Kila More Now, Why are we people from Nuremberg to investment managers Don't carry these better invest?
",My people. <UNKNOWN> people from <UNKNOWN> investment managers. Don't carry this better <TRUNC>,4,Male,English,Good,Mixed language.,137,<UNKNOWN> ,16,Male,Non-English,Good,,538,Nigeria,Abuja,WazobiaFM,2021-08-10T17.55.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_3.wav,peace on the kenya somalia border is vital to regional stability that's according tok be,Peace on the kings of malabar is by it out of reading as to relate that according to fakeer,"Peace on the kenya Somalia border is vital to regional stability that's according to Faqih there.
","Peace on the Kenya-Somalia border is vital to regional stability, that's according to <UNKNOWN>
",2,Male,English,Good,,567,Peace on the Kenya Somalia border is vital to regional stability . That is according to the Faki there ,20,Male,English,Good,,644,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
nigeria_lagos_LagosTalks_2021-10-12T10.35.01_18.wav,some of the,Some of,"Some of the.
",some of the,11,Female,English,Good,"chunk of full sentence, therefore I consider this as a noise",177,some of the,19,Female,English,Okay,,471,Nigeria,Lagos,LagosTalks,2021-10-12T10.35.01
south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_9.wav,also to make sure that no stone is left untended in trying to resolve this matter and make sure,So to make sure that no stone is left untended in train to resolve this matter makes,"Also to make sure that no stone is left unturned in trying to resolve this matter, make sure.
",Also to make sure that no stone is left untended in time to resolve this matter make sure... <TRUNC>,16,Male,English,Okay,,524,Also to make sure that no stone is left unturned in trying to resolve this matter,12,Male,English,Good,Not Covid related,210,South Africa,Cape Town,CapeTalk,2021-02-12T14.00.01
kenya_nairobi_MeruFM_2021-09-05T15.40.01_0.wav,the ups store is all inks printing for your small business saving you time for everything else the ups store every inc for small business all in one place the ups store the ups store locations are independently owned product services pricing hours may very see center for details,The ups or is all as printing for your small business saving you time for every thing else the ups door every in re small business all in one place he the astor pious or locations are independently own products services pricing now or me very sea sent for details ,"The UPS store does all inks, printing for your small business, saving you time for everything else. The UPS store everything for small business, all in one place. The UPS store. The ups store locations are independently owned products services, pricing hours may vary. C center for details.
","The UPS store is all aims printing for your small business. Saving you time for everything else. The UPS store everything for small business all in one place. The UPS Store. The UPS Store locations are independently owned, products services pricing and hours may vary see centers for details",2,Male,English,Okay,,582,"The UPS store is aids all the printing of your small business saving you time for everything else . The UPS store every thing for small business all in one place . The UPS store
The UPS store locations are independently 
Products , services and pricing may vary See centre for details ",20,"{""choices"": [""Male"", ""Female""]}",English,Good,,628,Kenya,Nairobi,MeruFM,2021-09-05T15.40.01
rwanda_kigali_RadioRwanda_2021-08-08T20.20.01_2.wav,a youand more comewell mam gm a yog,Did you meet diorama of man when my unceremonious you will meet more,"Yeah.
",,12,Male,Non-English,Good,,226,<UNKNOWN>,6,Male,Non-English,Good,,368,Rwanda,Kigali,RadioRwanda,2021-08-08T20.20.01
rwanda_kigali_RadioRwanda_2021-01-09T04.25.01_1.wav,a took ama quit jatt kuba ivana,Or from the question of when you but i get a word with a group to see a aquileia masons,"
",<UNKNOWN> ,18,Male,Non-English,Good,,452,,12,Male,Non-English,Good,,255,Rwanda,Kigali,RadioRwanda,2021-01-09T04.25.01
south_africa_durban_VumaFM_2021-02-03T04.00.01_7.wav,the ips le governor says this goes against what premier sza said about clean governance in the provincevery very,The if peace these governors says that this goes against what primus he says i alisanda out ten governance in the province of friar,"The IFP's governor says this goes against what Premier Begala said about clean governance in the province, this is very serious.
",The <UNKNOWN> say this goes against what premier <PII> said about clean governance in the province. This is very serious,1,,,,,7,the IFP's <UNKNOWN> governor says this goes against what Premier Sihle Zikalala said about clean governance in the province. This is very serious <TRUNC>,4,"{""choices"": [""Male"", ""Female""]}",English,Okay,,410,South Africa,Durban,VumaFM,2021-02-03T04.00.01
nigeria_abeokuta_OgunRadioFM_2021-09-03T11.05.01_16.wav,over hungary in budapest having been booked when they took a ke prior to the world cup qualifier,In hungary in budapest having been doomed when they took a new prior to the word come qualifier,"Zero win over Hungary in Budapest, having been booed when they took a knee prior to the World Cup Qualifier.
","<UNKNOWN> win over Hungary, in Budapest, having been booed when they took a knee prior to World Cup qualifier.",4,Female,English,Good,,145,<UNKNOWN> over Hungary in Budapest having been <UNKNOWN> when they took a knee prior to the world's qualifier. ,16,Female,English,Okay,,561,Nigeria,Abeokuta,OgunRadioFM,2021-09-03T11.05.01
rwanda_kigali_RadioRwanda_2021-01-29T03.05.01_2.wav,j maso kuba yun gaand again you know he go for hungov moton uganda,What is he at your not thought where a pontoon gatholian but continuing but the latter he came to her,"Yeah.
",<UNKNOWN> ,18,Male,Non-English,Good,,431,,3,Male,Non-English,Good,,51,Rwanda,Kigali,RadioRwanda,2021-01-29T03.05.01
kenya_nairobi_HBRRadio_2021-04-11T16.20.02_9.wav,just can't st,I,"Just Kids.
",I just can't,2,Female,English,Okay,,600,I just can't ,20,Female,English,Okay,,554,Kenya,Nairobi,HBRRadio,2021-04-11T16.20.02
nigeria_lagos_LagosTalks_2021-10-12T10.35.01_9.wav,is needed for proper fluid balances while it's needed for nerve transmission and muscle contraction,Need for proposed balances where it's needed for terrans mission and most contraction,"This is needed for proper fleet balances well, it's needed for nerve transmission and muscle contraction.
","This is needed for pop <UNKNOWN> free balance is well, is needed for nerve transmission and muscle contraction",10,Female,English,Good,,103,"This is needed for proper fluid balances, while it is needed for nerve transmission and muscle contraction",19,Female,English,Good,,480,Nigeria,Lagos,LagosTalks,2021-10-12T10.35.01
