audio,id,audio_language,labels,gender,audio_quality,additional_notes,transcription,annotator,annotation_id,created_at,updated_at,lead_time
/data/upload/4/90709edb-namibia_windhoek_EagleFM_2021-06-07T03.45.01_5.wav,639,English,News,Female,Good,Not Covid Related,"But the government suspects jihadists, whose violence is increasing despite the presence of over 5000 French troops in the <UNKNOWN>",12,298,2021-11-30T11:46:19.937791Z,2021-12-09T19:07:05.670331Z,1090.797
/data/upload/4/87633be1-south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_2.wav,458,English,Sports,Male,Good,,"I make no bones about conceding and have since he took over, that he has a very difficult job to do. Coming up after the news we'll be talking to the principals of a couple of primary schools",12,217,2021-11-24T07:49:34.413315Z,2021-12-09T19:06:34.428265Z,1059.533
/data/upload/4/350570c2-namibia_windhoek_EagleFM_2021-09-25T02.30.02_0.wav,627,English,"{""choices"": [""News"", ""Conversation""]}",Male,Good,Not Covid related ,And uh why should we be relying on the rest of the world to actually provide us some,12,262,2021-11-24T09:57:12.772966Z,2021-12-09T19:05:48.218779Z,1013.315
/data/upload/4/b54144de-namibia_windhoek_EagleFM_2021-01-27T03.40.02_8.wav,664,English,News,Male,Good,No Covid Related,There are no conditions for the release of the foreigners who left the proper travel documents. Ethiopians have continued to move in thousands to other countries,12,295,2021-11-30T08:29:43.468199Z,2021-12-09T19:05:29.788457Z,994.895
/data/upload/4/edb6fb25-south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_6.wav,454,English,News,Male,Good,Not Covid related ,"The accused include Eastern cape health EMC, <UNKNOWN> Gomba, and the regional chairperson <UNKNOWN>, former Buffalo city municipality city mayor <UNKNOWN> Veronica <UNKNOWN>, and a former deputy <UNKNOWN>",12,213,2021-11-24T07:04:19.462450Z,2021-12-09T19:04:48.281504Z,953.374
/data/upload/4/b791d5a0-nigeria_abeokuta_OgunRadioFM_2021-09-03T11.05.01_13.wav,597,English,News,Female,Good,,Illegal mining is common in Burkina Faso and the government has been urging the public to <UNKNOWN> the authorities in fighting it,12,258,2021-11-24T08:47:48.928890Z,2021-12-09T19:03:33.102064Z,878.206
/data/upload/4/1c51b9d1-south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_3.wav,457,English,Advertisement,"{""choices"": [""Male"", ""Female""]}",Good,,Today on behalf on DSTV to 885 and across the city on 567 AM,12,216,2021-11-24T07:48:38.211325Z,2021-12-09T19:02:41.701296Z,826.816
/data/upload/4/d9322783-namibia_windhoek_EagleFM_2021-06-07T03.45.01_6.wav,638,English,News,Female,Good,Not Covid Related,This is the first time that there have been so many deaths at the same time in a single operation,12,297,2021-11-30T11:45:50.911386Z,2021-12-09T19:02:22.422597Z,807.523
/data/upload/4/0749179d-namibia_windhoek_EagleFM_2021-06-07T03.45.01_15.wav,629,English,News,Male,Good,Not Covid related ,"Given 2 kids and associates, the minister allegedly signed off on the contract with the digital vibes that and this is only getting their faith mongopay pay in south africa spoke to <UNKNOWN> for the ENCL. Let's take a listen.",12,264,2021-11-24T09:59:04.594026Z,2021-12-09T19:01:25.216941Z,750.325
/data/upload/4/10b3f3d5-south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_12.wav,448,English,News,Male,Good,Not Covid Related ,Gomo was arrested in July after allegedly damaging a car belonging to Gigaba's friend,12,207,2021-11-24T06:56:00.960103Z,2021-12-09T18:59:44.161746Z,649.283
/data/upload/4/2676382d-namibia_windhoek_EagleFM_2021-09-25T02.30.02_1.wav,626,English,News,Male,Good,,That's the only way I see we as we can move you know forward as a continent,12,261,2021-11-24T08:49:39.388345Z,2021-12-09T18:58:20.828339Z,565.941
/data/upload/4/1fa2592f-namibia_windhoek_EagleFM_2021-01-27T03.40.02_9.wav,663,English,News,Male,Good,Not Covid Related ,Organizations like the EU Emergency Trust Fund for Africa have helped to secure the release of Ethiopian migrants and even gone ahead to secure them employment as well,12,294,2021-11-30T08:24:49.857395Z,2021-12-09T18:57:52.661032Z,537.777
/data/upload/4/1aa27c2f-nigeria_abeokuta_OgunRadioFM_2021-09-03T11.05.01_14.wav,596,English,News,Female,Good,Not Covid Related ,<TRUNC> New Zealand have showed <UNKNOWN> after he stabbed and wounded at least,12,257,2021-11-24T08:40:36.801328Z,2021-12-09T18:57:03.873292Z,488.982
/data/upload/4/ac3fe0e1-south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_16.wav,444,English,Other,Male,Good,,showed reduced efficacy,12,203,2021-11-24T06:31:57.911950Z,2021-12-09T18:56:31.628995Z,456.74
/data/upload/4/e4e38de8-namibia_windhoek_EagleFM_2021-01-27T03.40.02_10.wav,662,English,News,Male,Good,Not Covid Related,In early 2020 13 Ethiopians were arrested by the Kenyan authorities for illegal entry across the border. Previously another 22 Ethiopian nationals were arrested in Kenya.,12,293,2021-11-30T08:24:17.964492Z,2021-12-09T18:56:11.138512Z,436.248
/data/upload/4/12cd3f99-south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_7.wav,453,English,"{""choices"": [""News"", ""Other""]}",Male,Good,Not Covid Related ,They've been implicated in corruption and money laundering relating to Mediva's memorial service in 2013.,12,212,2021-11-24T07:02:55.393867Z,2021-12-09T18:55:24.685476Z,389.799
/data/upload/4/a0ddc667-namibia_windhoek_EagleFM_2021-06-07T03.45.01_13.wav,631,English,News,Male,Good,Not Covid Related ,Right <UNKNOWN> <UNKNOWN> is concerned. Now we take it to South Africa where the African National Congress is,12,266,2021-11-24T10:00:44.431968Z,2021-12-09T18:54:44.845422Z,349.963
/data/upload/4/30f98f1a-south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_1.wav,459,English,Conversation,Male,Good,,"He should have been less conciliatory and a bit more direct at times. At many, many times. But I, I",12,218,2021-11-24T07:50:01.338300Z,2021-12-09T18:53:59.850738Z,304.959
/data/upload/4/eaf4c201-south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_10.wav,450,English,News,Male,Good,Not Covid Related ,"that those who are guilty are convicted. The accused have been released on bail of a thousand rand each, and the matter has been postponed to the 5th of March to allow for other suspects to appear in court. Premier <UNKNOWN> states he noted the charges against Gomba and will communicate this position at a later stage. Kevin Brand Eyewitness news",12,209,2021-11-24T06:57:30.828798Z,2021-12-09T18:53:32.613310Z,277.704
/data/upload/4/a0e70aa6-namibia_windhoek_EagleFM_2021-01-27T03.40.02_12.wav,660,English,News,Male,Good,Not Covid Related,That's what we're getting. that 7 children and an adult were kidnapped from an orphanage where known criminals outside Nigeria's capital Abuja. Police have said,12,291,2021-11-30T08:21:17.758323Z,2021-12-09T18:51:54.863573Z,179.968
/data/upload/4/20b95468-south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_9.wav,451,English,News,Male,Good,Not Covid related,Also to make sure that no stone is left unturned in trying to resolve this matter,12,210,2021-11-24T06:58:11.731060Z,2021-12-09T18:51:03.967234Z,129.066
/data/upload/4/796feca7-south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_5.wav,455,English,News,Male,Good,Not Covid Related,"Good afternoon, I'm Wesley Peterson. 12 people have today appeared in court in connection with corruption linked to Nelson Mandela's memorial service.",12,214,2021-11-24T07:05:05.159031Z,2021-12-09T18:50:32.998068Z,98.099
/data/upload/4/eb10a680-kenya_nairobi_HBRRadio_2021-09-10T04.00.02_4.wav,1023,English,News,Male,Good,,Japan has pulled out of hosting the ... world cup in December due to the COVID restrictions in the country. FIFA confirmed the Japanese affairs positions yesterday with  the details of an alternative venue to be announced soon. That is news this hour,20,623,2021-12-09T06:06:33.859951Z,2021-12-09T06:07:04.677529Z,56258.911
/data/upload/4/c4f38254-namibia_windhoek_EagleFM_2021-09-25T02.30.02_8.wav,952,English,News,Male,Okay,,"Have to do with economies. Because when you go to a hotel, remember you need to pay and the cost associated with it, cost up to EUR 2.000, USD 2400. How much is it in Namibian dollars?",16,620,2021-12-09T02:38:52.370778Z,2021-12-09T02:39:09.044950Z,1857.056
/data/upload/4/a45256db-nigeria_abeokuta_OgunRadioFM_2021-09-03T11.05.01_13.wav,930,English,News,Female,Okay,,Illegal mining is common in Burkina Fasso and the government has been urging the public to partner the authorities in finding the <UNKNOWN>.,16,601,2021-12-08T17:54:01.354482Z,2021-12-08T17:54:43.736330Z,33323.339
/data/upload/4/113f864f-rwanda_kigali_RadioRwanda_2021-08-08T20.20.01_7.wav,795,Non-English,Other,Male,Good,,Hohohoho... <UNKNOWN>,16,533,2021-12-08T11:50:00.083889Z,2021-12-08T11:52:53.265229Z,11612.78
/data/upload/4/91d4dbe3-rwanda_kigali_RadioRwanda_2021-08-08T20.20.01_6.wav,796,Non-English,Other,Male,Good,,<UNKNOWN>,16,534,2021-12-08T11:51:05.642314Z,2021-12-08T11:52:43.000222Z,11602.521
/data/upload/4/1e2cfc23-rwanda_kigali_RadioRwanda_2021-08-08T20.20.01_5.wav,797,Non-English,Other,Male,Good,,<UNKNOWN>,16,535,2021-12-08T11:51:41.958780Z,2021-12-08T11:52:35.106226Z,11594.648
/data/upload/4/460339de-rwanda_kigali_RadioRwanda_2021-08-08T20.20.01_4.wav,798,Non-English,Other,Male,Good,,<UNKNOWN>,16,536,2021-12-08T11:52:13.466751Z,2021-12-08T11:52:23.597316Z,11583.146
/data/upload/4/c9d3a81d-rwanda_kigali_RadioRwanda_2021-01-09T04.25.01_2.wav,851,Non-English,,Female,Good,,<UNKNOWN> ,18,451,2021-12-06T04:45:08.794157Z,2021-12-06T04:45:35.967392Z,847.875
/data/upload/4/a7d9f98b-nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_9.wav,914,English,Advertisement,Male,Good,,"<UNKNOWN> when you carry your personal banking information like your PIN, password or even OTP server key given other person. You leave your key for gets be data. No mind anybody will call you pretend say them they follow access bank work or text you say make you give them your ATM card number, PIN, BVN, password or want them password <TRUNC>",6,407,2021-12-05T16:13:34.506785Z,2021-12-05T16:13:37.457573Z,40321.639
/data/upload/4/b865abef-nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_10.wav,913,English,Advertisement,Male,Good,,"them thief your phone or you lose them, dial 901 7911 hash chop chop",6,405,2021-12-05T15:54:52.251065Z,2021-12-05T15:54:54.519690Z,39198.708
/data/upload/4/29a925d2-nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_7.wav,916,English,Advertisement,Female,Good,,"oh, why do you have so many <UNKNOWN> packs in the kitchen? Take the spoon you want and leave my <UNKNOWN> packs unless you don't want mommy to win some goodies.",6,404,2021-12-05T15:47:40.087784Z,2021-12-05T15:51:31.789072Z,38995.987
/data/upload/4/b8788de7-nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_11.wav,912,English,Advertisement,Male,Good,,"<UNKNOWN> a new phone, to block your USSD profile, make a no-commit account to stay safe, shine your eye, access more than banking",6,400,2021-12-05T15:20:35.621435Z,2021-12-05T15:20:37.035288Z,37141.215
/data/upload/4/c199e303-nigeria_ado-ekiti_EktiRadio_2021-10-08T16.40.01_0.wav,910,English,News,Male,Good,,university of management support calling for cooperation in taking the institution to international standards,6,398,2021-12-05T15:16:17.267286Z,2021-12-05T15:16:19.456738Z,36883.631
/data/upload/4/b7c60af8-nigeria_ado-ekiti_EktiRadio_2021-10-08T16.40.01_1.wav,909,English,News,Male,Good,,The salon chairman Buesti chapter Mister Julius Olowolafe thanked the national board and the Buesti members  of salon for their support and assures them that his administration will continue to justify the confidence reposed in him,6,397,2021-12-05T15:13:51.202821Z,2021-12-05T15:13:52.605245Z,36736.798
/data/upload/4/7817c99c-nigeria_ado-ekiti_EktiRadio_2021-10-08T16.40.01_3.wav,907,,News,Male,Good,,"The Nigerian Center For Disease Control, NCDC, has recorded two Covid-19 related deaths, brining the country fatality toll to 2742. The NCDC made this known via its verified website in Abuja. The center also reported on 19 additional infections by recording 14 states and federal capital territory, FCT. The NCDC stated that FCT ranked first on the <UNKNOWN> 127 cases, followed by Lagos, the epicenter of the disease, with 45 cases, while Kaduna in the north-west ranked third on the log with 28 cases.",6,395,2021-12-05T03:45:02.594717Z,2021-12-05T03:45:04.848741Z,4205.269
/data/upload/4/f93da801-nigeria_lagos_LagosTalks_2021-10-12T10.35.01_2.wav,900,English,Conversation,Female,Good,,"mineral in your body and you're consuming foods that have those those minerals, then you're also",6,388,2021-12-05T02:56:21.074021Z,2021-12-05T02:56:26.010195Z,1286.464
/data/upload/4/eac4a098-rwanda_kigali_RadioRwanda_2021-08-08T20.20.01_2.wav,800,Non-English,Conversation,Male,Good,,<UNKNOWN>,6,368,2021-12-05T02:33:05.889108Z,2021-12-05T02:49:35.051576Z,875.526
/data/upload/4/d8625898-rwanda_kigali_RadioRwanda_2021-08-08T20.20.01_1.wav,801,Non-English,Conversation,Male,Good,,<UNKNOWN>,6,369,2021-12-05T02:36:04.993772Z,2021-12-05T02:49:25.450065Z,865.937
/data/upload/4/7e515c1c-rwanda_kigali_RadioRwanda_2021-08-08T20.20.01_0.wav,802,Non-English,Conversation,Male,Good,,<UNKNOWN>,6,370,2021-12-05T02:36:49.201606Z,2021-12-05T02:49:15.707437Z,856.167
/data/upload/4/35489cb0-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_15.wav,803,Non-English,Conversation,Male,Good,,<UNKNOWN>,6,371,2021-12-05T02:37:18.023891Z,2021-12-05T02:49:05.080950Z,845.535
/data/upload/4/6acdb2eb-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_14.wav,804,Non-English,Conversation,Male,Good,,<UNKNOWN>,6,372,2021-12-05T02:37:40.121680Z,2021-12-05T02:48:55.191154Z,835.621
/data/upload/4/91eb1595-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_13.wav,805,Non-English,Conversation,Male,Good,,em sovereignty <UNKNOWN>,6,373,2021-12-05T02:40:02.469039Z,2021-12-05T02:48:45.093935Z,825.534
/data/upload/4/9d128d1b-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_12.wav,806,Non-English,Conversation,Male,Good,,<UNKNOWN>,6,374,2021-12-05T02:40:33.289973Z,2021-12-05T02:48:33.400122Z,813.856
/data/upload/4/cd4ccfec-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_11.wav,807,Non-English,Conversation,Male,Good,,<UNKNOWN> African Union <UNKNOWN> Africa <UNKNOWN>,6,375,2021-12-05T02:41:54.933163Z,2021-12-05T02:48:25.363802Z,805.834
/data/upload/4/d629d70a-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_10.wav,808,Non-English,Conversation,Male,Good,,<UNKNOWN>,6,376,2021-12-05T02:42:22.236054Z,2021-12-05T02:48:15.742192Z,796.212
/data/upload/4/6011984a-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_9.wav,809,Non-English,Conversation,Male,Good,,"<UNKNOWN> Africa <UNKNOWN> Tanzania, Rwanda, Burundi",6,377,2021-12-05T02:43:55.237494Z,2021-12-05T02:48:08.057147Z,788.514
/data/upload/4/2ae115c5-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_4.wav,814,Non-English,Conversation,Male,Good,,<UNKNOWN> African Union,6,382,2021-12-05T02:46:22.549125Z,2021-12-05T02:47:52.079598Z,772.527
/data/upload/4/dac540e8-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_5.wav,813,Non-English,Conversation,Male,Good,,<UNKNOWN>,6,381,2021-12-05T02:45:51.581369Z,2021-12-05T02:47:47.126387Z,767.595
/data/upload/4/8e8652f8-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_6.wav,812,Non-English,Conversation,Male,Good,,<UNKNOWN>,6,380,2021-12-05T02:45:29.203958Z,2021-12-05T02:47:41.425407Z,761.879
/data/upload/4/578e2ca6-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_7.wav,811,Non-English,Conversation,Male,Good,,<UNKNOWN>,6,379,2021-12-05T02:44:59.847330Z,2021-12-05T02:47:36.265413Z,756.729
/data/upload/4/7fc72bf5-rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_8.wav,810,Non-English,Conversation,Male,Good,,<UNKNOWN> African community,6,378,2021-12-05T02:44:31.608647Z,2021-12-05T02:47:30.657054Z,751.112
/data/upload/4/47723161-kenya_nairobi_MeruFM_2021-09-05T15.40.01_12.wav,673,Non-English,Conversation,Male,Good,,Shortcuts. Okadi,12,234,2021-11-24T08:17:51.957845Z,2021-12-03T17:31:50.527529Z,9345.639
/data/upload/4/9f1c5477-south_africa_cape_town_HeartFM_2021-09-20T15.00.01_0.wav,761,English,,"{""choices"": [""Male"", ""Other""]}",Bad,,"<TRUNC> a friends at sublet and the amazing product that they have. In case you haven't heard of it yet, it's called Broncy Boosters.",15,308,2021-11-30T14:39:03.838823Z,2021-12-03T15:39:06.573696Z,264650.491
/data/upload/4/e69a689f-south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_7.wav,769,English,,Female,,,"what are some examples of what toxic positivity might look like then in the work place? What what are some things you can point out to us and hear ah yes, so and so in my work place is",15,353,2021-12-03T15:23:41.419133Z,2021-12-03T15:37:20.295117Z,264544.209
/data/upload/4/67d372b0-south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_13.wav,763,English,,Female,Okay,,Um I'm creating that same <UNKNOWN> . It has to be OK because I'm OK. So up to a point it's about brushing it off.,15,309,2021-11-30T14:46:11.704091Z,2021-12-01T18:04:52.505298Z,100596.429
/data/upload/4/98d37e2b-south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_12.wav,764,English,,Female,,,so what it what it also it's it's designed to do is to make me as the person is receiving or the recipient <UNKNOWN> ,15,312,2021-12-01T17:57:39.143704Z,2021-12-01T18:04:15.736994Z,100559.678
/data/upload/4/4e2288e2-namibia_windhoek_EagleFM_2021-09-25T02.30.02_2.wav,625,English,"{""choices"": [""News"", ""Opinion""]}",Male,Good,,"but how can we learn from the mistakes from the same people when to cry out to say ""hey you guys don't giving us vaccine""",12,260,2021-11-24T08:48:23.823094Z,2021-11-26T01:37:46.322599Z,254264.34
/data/upload/4/af832be7-namibia_windhoek_EagleFM_2021-06-07T03.45.01_10.wav,634,English,News,Female,Good,,For the moment Chad has prioritized first of all Pilgrims over 65 health workers and the military,12,269,2021-11-24T10:38:38.946965Z,2021-11-24T10:40:06.457039Z,15515.872
/data/upload/4/49da038e-nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_9.wav,541,English,"{""choices"": [""Conversation"", ""Advertisement""]}","{""choices"": [""Male"", ""Female""]}",Good,,"you don't need to appear physically, all you need to do is leverage the opportunity we've provided for you. the opportunity to make extra money without your physical appearance, by partnering with us. It's a massive opportunity for everyone. And tell me and for the benefit of those listening to us right now, how do",11,157,2021-11-23T02:59:49.141328Z,2021-11-23T03:18:35.299742Z,1113.322
/data/upload/4/41142453-nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_10.wav,540,English,"{""choices"": [""Conversation"", ""Advertisement""]}","{""choices"": [""Male"", ""Female""]}",Good,there are both gender talking but I cannot tick mark both gender,"this opportunity doesn't have anything to do whether you're educated or not, and that include",11,56,2021-11-22T13:16:06.224951Z,2021-11-23T03:18:00.105212Z,1078.094
/data/upload/4/1bdf190e-nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_8.wav,542,English,"{""choices"": [""Conversation"", ""Advertisement""]}","{""choices"": [""Male"", ""Female""]}",Good,,"in every six weeks after walks with you, and I make my money without physical appearance. Oh yes",11,158,2021-11-23T03:01:53.641577Z,2021-11-23T03:17:29.778274Z,1047.741
/data/upload/4/2d14c58c-nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_6.wav,544,English,"{""choices"": [""Conversation"", ""Advertisement""]}","{""choices"": [""Male"", ""Female""]}",Good,,"<UNKNOWN> Synergy Pro will get health care products and RoI every six weeks. That means, there'll be any income every six weeks. Okay, every six weeks. Every six weeks where you partner with us.",11,160,2021-11-23T03:08:12.178468Z,2021-11-23T03:16:32.816701Z,990.616
/data/upload/4/777bd424-nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_5.wav,545,English,"{""choices"": [""Conversation"", ""Advertisement""]}","{""choices"": [""Male"", ""Female""]}",Good,,"Tell me how do you empower people financially. Basically, Freedom Synergy Pro is in partnership with multi national companies that aim to product",11,161,2021-11-23T03:12:19.845907Z,2021-11-23T03:16:13.446326Z,971.262
/data/upload/4/57630c63-nigeria_ado-ekiti_EktiRadio_2021-10-08T16.40.01_7.wav,570,English,"{""choices"": [""News"", ""Other""]}",Male,Okay,,"<TRUNC> area of Adamar are so doubted, so about 15 members of the community were currently are hospitalized as a result of the outbreak at New Mandiram Hospital and <UNKNOWN> dispensary. Ill lamented of the outbreak of taken off a huge toll on the residents explaining the victim of the disease died on daily basis mostly on the day of why infected",10,155,2021-11-23T01:33:58.415958Z,2021-11-23T01:38:13.203568Z,1130.139
/data/upload/4/4c87237a-nigeria_lagos_LagosTalks_2021-10-12T10.35.01_8.wav,561,English,"{""choices"": [""Advertisement"", ""Opinion"", ""Other""]}",Female,Good,,"Sodium can find it in soy sauce, just like sodium you can find it in large amount of processed food, small amount in milk mmm",10,108,2021-11-22T13:38:28.088440Z,2021-11-23T01:18:39.525702Z,1164.329
/data/upload/4/fabd9ec6-nigeria_lagos_LagosTalks_2021-10-12T10.35.01_9.wav,560,English,"{""choices"": [""Advertisement"", ""Opinion"", ""Other""]}",Female,Good,,"This is needed for pop <UNKNOWN> free balance is well, is needed for nerve transmission and muscle contraction",10,103,2021-11-22T13:34:55.613003Z,2021-11-23T01:18:26.132903Z,1150.929
/data/upload/4/fce20cc7-nigeria_lagos_LagosTalks_2021-10-12T10.35.01_5.wav,564,English,"{""choices"": [""Advertisement"", ""Opinion"", ""Other""]}",Female,Good,,"Hmm..and flours well is not 100% healthy for you, hence the reason why you need to consume this in moderation. Yes, it might",10,111,2021-11-22T13:50:48.207192Z,2021-11-23T01:18:12.281194Z,1137.072
/data/upload/4/df1027d1-nigeria_lagos_LagosTalks_2021-10-12T10.35.01_6.wav,563,English,"{""choices"": [""Conversation"", ""Advertisement"", ""Opinion"", ""Other""]}",Female,Good,,"Provide some health benefits in form of sodium which is necessary for free balance, nerve transmission, and muscle contraction it is also harmful to your health. So you need to strike a balance",10,110,2021-11-22T13:46:59.205495Z,2021-11-23T01:17:56.293541Z,1121.096
/data/upload/4/4cacd699-nigeria_lagos_LagosTalks_2021-10-12T10.35.01_7.wav,562,English,"{""choices"": [""Conversation"", ""Advertisement"", ""Opinion"", ""Other""]}",Female,Good,,"Moving on to another macro minerals, which of course is the major minerals",10,109,2021-11-22T13:42:27.692712Z,2021-11-23T01:17:42.245135Z,1107.037
/data/upload/4/65ece508-nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_8.wav,582,English,Advertisement,Female,Good,,"big in the <UNKNOWN> unwrap and win promo. All you need to do is just turn in two or more empty packs of <UNKNOWN> to stand a chance to be among 24 lucky winners of 500,000 Naira each with two winners announced immediately. You could also win other amazing gifts like Showmax mobile subscriptions for a month or <UNKNOWN> airpods, microwave and much more. Promo runs from the 29th",4,132,2021-11-22T17:22:34.655359Z,2021-11-22T17:28:34.922057Z,14978.992
/data/upload/4/5ace6250-nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_9.wav,581,English,Advertisement,Male,Good,Pidgin/creole,"<UNKNOWN> when you carry your personal banking information like your pin, password, or even OTP serve give another person. You don't use your key for <UNKNOWN>. No mind anybody will call you, pretend say them the full access bank walk, or text you say, quick you give them your ATM card number, PIN, BVN, password, or one-time password <TRUNC>",12,64,2021-11-22T13:19:45.085763Z,2021-11-22T17:19:32.448943Z,14436.5
